ref_date,indicator,year,value
2023-04-14,IPCA,2024,4.18
2023-04-14,IPCA,2025,4.0
2023-04-14,IPCA,2026,4.0
2023-04-14,PIB,2023,0.9
2023-04-14,PIB,2024,1.4
2023-04-14,PIB,2025,1.72
2023-04-14,PIB,2026,1.8
2023-04-14,Câmbio,2023,5.24
2023-04-14,Câmbio,2024,5.26
2023-04-14,Câmbio,2025,5.3
2023-04-14,Câmbio,2026,5.35
2023-04-14,Selic,2023,12.5
2023-04-14,Selic,2024,10.0
2023-04-14,Selic,2025,9.0
2023-04-14,Selic,2026,8.75
2023-04-14,IGP-M,2023,3.5
2023-04-14,IGP-M,2024,4.18
2023-04-14,IGP-M,2025,4.0
2023-04-14,IGP-M,2026,4.0
2023-04-14,IPCA Administrados,2023,10.2
2023-04-14,IPCA Administrados,2024,4.5
2023-04-14,IPCA Administrados,2025,4.0
2023-04-14,IPCA Administrados,2026,4.0
2023-04-14,Conta Corrente,2023,-49.9
2023-04-14,Conta Corrente,2024,-52.0
2023-04-14,Conta Corrente,2025,-49.55
2023-04-14,Conta Corrente,2026,-46.0
2023-04-14,Balança Comercial,2023,55.48
2023-04-14,Balança Comercial,2024,52.3
2023-04-14,Balança Comercial,2025,54.4
2023-04-14,Balança Comercial,2026,51.9
2023-04-14,Investimento Direto,2023,80.0
2023-04-14,Investimento Direto,2024,80.0
2023-04-14,Investimento Direto,2025,80.0
2023-04-14,Investimento Direto,2026,82.5
2023-04-14,Dívida Líquida,2023,61.3
2023-04-14,Dívida Líquida,2024,64.5
2023-04-14,Dívida Líquida,2025,66.95
2023-04-14,Dívida Líquida,2026,68.3
2023-04-14,Resultado Primário,2023,-1.0
2023-04-14,Resultado Primário,2024,-0.8
2023-04-14,Resultado Primário,2025,-0.5
2023-04-14,Resultado Primário,2026,-0.3
2023-04-14,Resultado Nominal,2023,-7.8
2023-04-14,Resultado Nominal,2024,-7.1
2023-04-14,Resultado Nominal,2025,-6.2
2023-04-14,Resultado Nominal,2026,-6.0
2023-04-20,IPCA,2023,6.04
2023-04-20,IPCA,2024,4.18
2023-04-20,IPCA,2025,4.0
2023-04-20,IPCA,2026,4.0
2023-04-20,PIB,2023,0.96
2023-04-20,PIB,2024,1.41
2023-04-20,PIB,2025,1.7
2023-04-20,PIB,2026,1.8
2023-04-20,Câmbio,2023,5.2
2023-04-20,Câmbio,2024,5.25
2023-04-20,Câmbio,2025,5.3
2023-04-20,Câmbio,2026,5.32
2023-04-20,Selic,2023,12.5
2023-04-20,Selic,2024,10.0
2023-04-20,Selic,2025,9.0
2023-04-20,Selic,2026,8.75
2023-04-20,IGP-M,2023,3.03
2023-04-20,IGP-M,2024,4.16
2023-04-20,IGP-M,2025,4.0
2023-04-20,IGP-M,2026,4.0
2023-04-20,IPCA Administrados,2023,10.71
2023-04-20,IPCA Administrados,2024,4.5
2023-04-20,IPCA Administrados,2025,4.0
2023-04-20,IPCA Administrados,2026,4.0
2023-04-20,Conta Corrente,2023,-48.55
2023-04-20,Conta Corrente,2024,-52.5
2023-04-20,Conta Corrente,2025,-50.4
2023-04-20,Conta Corrente,2026,-46.8
2023-04-20,Balança Comercial,2023,57.7
2023-04-20,Balança Comercial,2024,52.3
2023-04-20,Balança Comercial,2025,54.7
2023-04-20,Balança Comercial,2026,52.69
2023-04-20,Investimento Direto,2023,80.0
2023-04-20,Investimento Direto,2024,80.0
2023-04-20,Investimento Direto,2025,81.5
2023-04-20,Investimento Direto,2026,85.0
2023-04-20,Dívida Líquida,2023,61.0
2023-04-20,Dívida Líquida,2024,64.0
2023-04-20,Dívida Líquida,2025,67.1
2023-04-20,Dívida Líquida,2026,67.2
2023-04-20,Resultado Primário,2023,-1.0
2023-04-20,Resultado Primário,2024,-0.8
2023-04-20,Resultado Primário,2025,-0.37
2023-04-20,Resultado Primário,2026,-0.2
2023-04-20,Resultado Nominal,2023,-7.85
2023-04-20,Resultado Nominal,2024,-7.0
2023-04-20,Resultado Nominal,2025,-6.1
2023-04-20,Resultado Nominal,2026,-6.0
2023-04-28,IPCA,2023,6.05
2023-04-28,IPCA,2024,4.18
2023-04-28,IPCA,2025,4.0
2023-04-28,IPCA,2026,4.0
2023-04-28,PIB,2023,1.0
2023-04-28,PIB,2024,1.41
2023-04-28,PIB,2025,1.8
2023-04-28,PIB,2026,1.8
2023-04-28,Câmbio,2023,5.2
2023-04-28,Câmbio,2024,5.25
2023-04-28,Câmbio,2025,5.3
2023-04-28,Câmbio,2026,5.32
2023-04-28,Selic,2023,12.5
2023-04-28,Selic,2024,10.0
2023-04-28,Selic,2025,9.0
2023-04-28,Selic,2026,8.88
2023-04-28,IGP-M,2023,2.18
2023-04-28,IGP-M,2024,4.18
2023-04-28,IGP-M,2025,4.0
2023-04-28,IGP-M,2026,4.0
2023-04-28,IPCA Administrados,2023,10.73
2023-04-28,IPCA Administrados,2024,4.5
2023-04-28,IPCA Administrados,2025,4.0
2023-04-28,IPCA Administrados,2026,4.0
2023-04-28,Conta Corrente,2023,-48.0
2023-04-28,Conta Corrente,2024,-52.75
2023-04-28,Conta Corrente,2025,-51.2
2023-04-28,Conta Corrente,2026,-50.96
2023-04-28,Balança Comercial,2023,60.0
2023-04-28,Balança Comercial,2024,54.6
2023-04-28,Balança Comercial,2025,55.0
2023-04-28,Balança Comercial,2026,51.58
2023-04-28,Investimento Direto,2023,80.0
2023-04-28,Investimento Direto,2024,80.0
2023-04-28,Investimento Direto,2025,81.5
2023-04-28,Investimento Direto,2026,85.0
2023-04-28,Dívida Líquida,2023,60.55
2023-04-28,Dívida Líquida,2024,64.0
2023-04-28,Dívida Líquida,2025,67.0
2023-04-28,Dívida Líquida,2026,67.0
2023-04-28,Resultado Primário,2023,-1.0
2023-04-28,Resultado Primário,2024,-0.8
2023-04-28,Resultado Primário,2025,-0.4
2023-04-28,Resultado Primário,2026,-0.15
2023-04-28,Resultado Nominal,2023,-7.8
2023-04-28,Resultado Nominal,2024,-7.0
2023-04-28,Resultado Nominal,2025,-6.1
2023-04-28,Resultado Nominal,2026,-6.0
2023-05-05,IPCA,2023,6.02
2023-05-05,IPCA,2024,4.16
2023-05-05,IPCA,2025,4.0
2023-05-05,IPCA,2026,4.0
2023-05-05,PIB,2023,1.0
2023-05-05,PIB,2024,1.4
2023-05-05,PIB,2025,1.8
2023-05-05,PIB,2026,1.8
2023-05-05,Câmbio,2023,5.2
2023-05-05,Câmbio,2024,5.25
2023-05-05,Câmbio,2025,5.25
2023-05-05,Câmbio,2026,5.3
2023-05-05,Selic,2023,12.5
2023-05-05,Selic,2024,10.0
2023-05-05,Selic,2025,9.0
2023-05-05,Selic,2026,9.0
2023-05-05,IGP-M,2023,2.14
2023-05-05,IGP-M,2024,4.14
2023-05-05,IGP-M,2025,4.0
2023-05-05,IGP-M,2026,4.0
2023-05-05,IPCA Administrados,2023,10.7
2023-05-05,IPCA Administrados,2024,4.5
2023-05-05,IPCA Administrados,2025,4.0
2023-05-05,IPCA Administrados,2026,4.0
2023-05-05,Conta Corrente,2023,-47.7
2023-05-05,Conta Corrente,2024,-52.25
2023-05-05,Conta Corrente,2025,-50.2
2023-05-05,Conta Corrente,2026,-50.96
2023-05-05,Balança Comercial,2023,60.0
2023-05-05,Balança Comercial,2024,55.0
2023-05-05,Balança Comercial,2025,55.0
2023-05-05,Balança Comercial,2026,51.58
2023-05-05,Investimento Direto,2023,80.0
2023-05-05,Investimento Direto,2024,80.0
2023-05-05,Investimento Direto,2025,81.5
2023-05-05,Investimento Direto,2026,85.0
2023-05-05,Dívida Líquida,2023,60.7
2023-05-05,Dívida Líquida,2024,64.1
2023-05-05,Dívida Líquida,2025,67.0
2023-05-05,Dívida Líquida,2026,67.2
2023-05-05,Resultado Primário,2023,-1.0
2023-05-05,Resultado Primário,2024,-0.8
2023-05-05,Resultado Primário,2025,-0.39
2023-05-05,Resultado Primário,2026,-0.1
2023-05-05,Resultado Nominal,2023,-7.8
2023-05-05,Resultado Nominal,2024,-7.0
2023-05-05,Resultado Nominal,2025,-6.0
2023-05-05,Resultado Nominal,2026,-5.75
2023-05-12,IPCA,2023,6.03
2023-05-12,IPCA,2024,4.15
2023-05-12,IPCA,2025,4.0
2023-05-12,IPCA,2026,4.0
2023-05-12,PIB,2023,1.02
2023-05-12,PIB,2024,1.38
2023-05-12,PIB,2025,1.7
2023-05-12,PIB,2026,1.8
2023-05-12,Câmbio,2023,5.2
2023-05-12,Câmbio,2024,5.2
2023-05-12,Câmbio,2025,5.2
2023-05-12,Câmbio,2026,5.3
2023-05-12,Selic,2023,12.5
2023-05-12,Selic,2024,10.0
2023-05-12,Selic,2025,9.0
2023-05-12,Selic,2026,8.75
2023-05-12,IGP-M,2023,2.03
2023-05-12,IGP-M,2024,4.14
2023-05-12,IGP-M,2025,4.0
2023-05-12,IGP-M,2026,4.0
2023-05-12,IPCA Administrados,2023,10.53
2023-05-12,IPCA Administrados,2024,4.5
2023-05-12,IPCA Administrados,2025,4.0
2023-05-12,IPCA Administrados,2026,4.0
2023-05-12,Conta Corrente,2023,-47.3
2023-05-12,Conta Corrente,2024,-52.5
2023-05-12,Conta Corrente,2025,-50.4
2023-05-12,Conta Corrente,2026,-52.5
2023-05-12,Balança Comercial,2023,60.0
2023-05-12,Balança Comercial,2024,54.8
2023-05-12,Balança Comercial,2025,55.0
2023-05-12,Balança Comercial,2026,51.58
2023-05-12,Investimento Direto,2023,80.0
2023-05-12,Investimento Direto,2024,80.0
2023-05-12,Investimento Direto,2025,81.6
2023-05-12,Investimento Direto,2026,85.0
2023-05-12,Dívida Líquida,2023,60.7
2023-05-12,Dívida Líquida,2024,64.2
2023-05-12,Dívida Líquida,2025,67.0
2023-05-12,Dívida Líquida,2026,67.2
2023-05-12,Resultado Primário,2023,-1.0
2023-05-12,Resultado Primário,2024,-0.8
2023-05-12,Resultado Primário,2025,-0.39
2023-05-12,Resultado Primário,2026,-0.1
2023-05-12,Resultado Nominal,2023,-7.8
2023-05-12,Resultado Nominal,2024,-7.0
2023-05-12,Resultado Nominal,2025,-6.0
2023-05-12,Resultado Nominal,2026,-5.75
2023-05-19,IPCA,2023,5.8
2023-05-19,IPCA,2024,4.13
2023-05-19,IPCA,2025,4.0
2023-05-19,IPCA,2026,4.0
2023-05-19,PIB,2023,1.2
2023-05-19,PIB,2024,1.3
2023-05-19,PIB,2025,1.7
2023-05-19,PIB,2026,1.8
2023-05-19,Câmbio,2023,5.15
2023-05-19,Câmbio,2024,5.2
2023-05-19,Câmbio,2025,5.2
2023-05-19,Câmbio,2026,5.27
2023-05-19,Selic,2023,12.5
2023-05-19,Selic,2024,10.0
2023-05-19,Selic,2025,9.0
2023-05-19,Selic,2026,8.75
2023-05-19,IGP-M,2023,1.0
2023-05-19,IGP-M,2024,4.12
2023-05-19,IGP-M,2025,4.0
2023-05-19,IGP-M,2026,4.0
2023-05-19,IPCA Administrados,2023,9.5
2023-05-19,IPCA Administrados,2024,4.5
2023-05-19,IPCA Administrados,2025,4.0
2023-05-19,IPCA Administrados,2026,4.0
2023-05-19,Conta Corrente,2023,-47.06
2023-05-19,Conta Corrente,2024,-53.05
2023-05-19,Conta Corrente,2025,-50.2
2023-05-19,Conta Corrente,2026,-52.0
2023-05-19,Balança Comercial,2023,60.0
2023-05-19,Balança Comercial,2024,54.6
2023-05-19,Balança Comercial,2025,59.0
2023-05-19,Balança Comercial,2026,54.0
2023-05-19,Investimento Direto,2023,80.0
2023-05-19,Investimento Direto,2024,80.0
2023-05-19,Investimento Direto,2025,81.6
2023-05-19,Investimento Direto,2026,80.0
2023-05-19,Dívida Líquida,2023,61.0
2023-05-19,Dívida Líquida,2024,64.7
2023-05-19,Dívida Líquida,2025,67.0
2023-05-19,Dívida Líquida,2026,67.4
2023-05-19,Resultado Primário,2023,-1.0
2023-05-19,Resultado Primário,2024,-0.7
2023-05-19,Resultado Primário,2025,-0.37
2023-05-19,Resultado Primário,2026,-0.15
2023-05-19,Resultado Nominal,2023,-7.8
2023-05-19,Resultado Nominal,2024,-7.0
2023-05-19,Resultado Nominal,2025,-6.0
2023-05-19,Resultado Nominal,2026,-5.5
2023-05-26,IPCA,2023,5.71
2023-05-26,IPCA,2024,4.13
2023-05-26,IPCA,2025,4.0
2023-05-26,IPCA,2026,4.0
2023-05-26,PIB,2023,1.26
2023-05-26,PIB,2024,1.3
2023-05-26,PIB,2025,1.7
2023-05-26,PIB,2026,1.8
2023-05-26,Câmbio,2023,5.11
2023-05-26,Câmbio,2024,5.17
2023-05-26,Câmbio,2025,5.2
2023-05-26,Câmbio,2026,5.25
2023-05-26,Selic,2023,12.5
2023-05-26,Selic,2024,10.0
2023-05-26,Selic,2025,9.0
2023-05-26,Selic,2026,9.0
2023-05-26,IGP-M,2023,0.67
2023-05-26,IGP-M,2024,4.05
2023-05-26,IGP-M,2025,4.0
2023-05-26,IGP-M,2026,4.0
2023-05-26,IPCA Administrados,2023,9.44
2023-05-26,IPCA Administrados,2024,4.5
2023-05-26,IPCA Administrados,2025,4.0
2023-05-26,IPCA Administrados,2026,4.0
2023-05-26,Conta Corrente,2023,-47.06
2023-05-26,Conta Corrente,2024,-52.4
2023-05-26,Conta Corrente,2025,-49.85
2023-05-26,Conta Corrente,2026,-51.0
2023-05-26,Balança Comercial,2023,60.0
2023-05-26,Balança Comercial,2024,55.0
2023-05-26,Balança Comercial,2025,59.5
2023-05-26,Balança Comercial,2026,55.0
2023-05-26,Investimento Direto,2023,80.0
2023-05-26,Investimento Direto,2024,80.0
2023-05-26,Investimento Direto,2025,82.0
2023-05-26,Investimento Direto,2026,80.0
2023-05-26,Dívida Líquida,2023,61.0
2023-05-26,Dívida Líquida,2024,64.5
2023-05-26,Dívida Líquida,2025,66.75
2023-05-26,Dívida Líquida,2026,67.85
2023-05-26,Resultado Primário,2023,-1.1
2023-05-26,Resultado Primário,2024,-0.7
2023-05-26,Resultado Primário,2025,-0.21
2023-05-26,Resultado Primário,2026,-0.2
2023-05-26,Resultado Nominal,2023,-7.85
2023-05-26,Resultado Nominal,2024,-7.0
2023-05-26,Resultado Nominal,2025,-6.05
2023-05-26,Resultado Nominal,2026,-5.5
2023-06-02,IPCA,2023,5.69
2023-06-02,IPCA,2024,4.12
2023-06-02,IPCA,2025,4.0
2023-06-02,IPCA,2026,4.0
2023-06-02,PIB,2023,1.68
2023-06-02,PIB,2024,1.28
2023-06-02,PIB,2025,1.7
2023-06-02,PIB,2026,1.9
2023-06-02,Câmbio,2023,5.1
2023-06-02,Câmbio,2024,5.16
2023-06-02,Câmbio,2025,5.2
2023-06-02,Câmbio,2026,5.25
2023-06-02,Selic,2023,12.5
2023-06-02,Selic,2024,10.0
2023-06-02,Selic,2025,9.0
2023-06-02,Selic,2026,9.0
2023-06-02,IGP-M,2023,-0.08
2023-06-02,IGP-M,2024,4.1
2023-06-02,IGP-M,2025,4.0
2023-06-02,IGP-M,2026,4.0
2023-06-02,IPCA Administrados,2023,9.41
2023-06-02,IPCA Administrados,2024,4.53
2023-06-02,IPCA Administrados,2025,4.0
2023-06-02,IPCA Administrados,2026,4.0
2023-06-02,Conta Corrente,2023,-47.53
2023-06-02,Conta Corrente,2024,-53.0
2023-06-02,Conta Corrente,2025,-50.3
2023-06-02,Conta Corrente,2026,-52.0
2023-06-02,Balança Comercial,2023,58.75
2023-06-02,Balança Comercial,2024,55.3
2023-06-02,Balança Comercial,2025,60.0
2023-06-02,Balança Comercial,2026,56.0
2023-06-02,Investimento Direto,2023,80.0
2023-06-02,Investimento Direto,2024,80.0
2023-06-02,Investimento Direto,2025,82.0
2023-06-02,Investimento Direto,2026,80.0
2023-06-02,Dívida Líquida,2023,60.7
2023-06-02,Dívida Líquida,2024,64.45
2023-06-02,Dívida Líquida,2025,66.25
2023-06-02,Dívida Líquida,2026,67.45
2023-06-02,Resultado Primário,2023,-1.1
2023-06-02,Resultado Primário,2024,-0.7
2023-06-02,Resultado Primário,2025,-0.34
2023-06-02,Resultado Primário,2026,-0.2
2023-06-02,Resultado Nominal,2023,-7.93
2023-06-02,Resultado Nominal,2024,-7.0
2023-06-02,Resultado Nominal,2025,-6.2
2023-06-02,Resultado Nominal,2026,-5.65
2023-06-09,IPCA,2023,5.42
2023-06-09,IPCA,2024,4.04
2023-06-09,IPCA,2025,3.9
2023-06-09,IPCA,2026,3.88
2023-06-09,PIB,2023,1.84
2023-06-09,PIB,2024,1.27
2023-06-09,PIB,2025,1.8
2023-06-09,PIB,2026,1.95
2023-06-09,Câmbio,2023,5.1
2023-06-09,Câmbio,2024,5.17
2023-06-09,Câmbio,2025,5.2
2023-06-09,Câmbio,2026,5.26
2023-06-09,Selic,2023,12.5
2023-06-09,Selic,2024,10.0
2023-06-09,Selic,2025,9.0
2023-06-09,Selic,2026,8.75
2023-06-09,IGP-M,2023,-0.2
2023-06-09,IGP-M,2024,4.09
2023-06-09,IGP-M,2025,4.0
2023-06-09,IGP-M,2026,4.0
2023-06-09,IPCA Administrados,2023,9.32
2023-06-09,IPCA Administrados,2024,4.52
2023-06-09,IPCA Administrados,2025,4.0
2023-06-09,IPCA Administrados,2026,4.0
2023-06-09,Conta Corrente,2023,-47.5
2023-06-09,Conta Corrente,2024,-53.0
2023-06-09,Conta Corrente,2025,-50.15
2023-06-09,Conta Corrente,2026,-51.0
2023-06-09,Balança Comercial,2023,59.2
2023-06-09,Balança Comercial,2024,55.3
2023-06-09,Balança Comercial,2025,60.0
2023-06-09,Balança Comercial,2026,55.0
2023-06-09,Investimento Direto,2023,80.0
2023-06-09,Investimento Direto,2024,80.0
2023-06-09,Investimento Direto,2025,81.8
2023-06-09,Investimento Direto,2026,80.0
2023-06-09,Dívida Líquida,2023,60.6
2023-06-09,Dívida Líquida,2024,64.4
2023-06-09,Dívida Líquida,2025,66.0
2023-06-09,Dívida Líquida,2026,67.4
2023-06-09,Resultado Primário,2023,-1.05
2023-06-09,Resultado Primário,2024,-0.7
2023-06-09,Resultado Primário,2025,-0.37
2023-06-09,Resultado Primário,2026,-0.2
2023-06-09,Resultado Nominal,2023,-7.85
2023-06-09,Resultado Nominal,2024,-7.0
2023-06-09,Resultado Nominal,2025,-6.35
2023-06-09,Resultado Nominal,2026,-5.9
2023-06-16,IPCA,2023,5.12
2023-06-16,IPCA,2024,4.0
2023-06-16,IPCA,2025,3.8
2023-06-16,IPCA,2026,3.8
2023-06-16,PIB,2023,2.14
2023-06-16,PIB,2024,1.2
2023-06-16,PIB,2025,1.8
2023-06-16,PIB,2026,1.99
2023-06-16,Câmbio,2023,5.0
2023-06-16,Câmbio,2024,5.1
2023-06-16,Câmbio,2025,5.18
2023-06-16,Câmbio,2026,5.25
2023-06-16,Selic,2023,12.25
2023-06-16,Selic,2024,9.5
2023-06-16,Selic,2025,9.0
2023-06-16,Selic,2026,8.75
2023-06-16,IGP-M,2023,-1.21
2023-06-16,IGP-M,2024,4.0
2023-06-16,IGP-M,2025,4.0
2023-06-16,IGP-M,2026,4.0
2023-06-16,IPCA Administrados,2023,9.09
2023-06-16,IPCA Administrados,2024,4.5
2023-06-16,IPCA Administrados,2025,4.0
2023-06-16,IPCA Administrados,2026,4.0
2023-06-16,Conta Corrente,2023,-45.29
2023-06-16,Conta Corrente,2024,-51.02
2023-06-16,Conta Corrente,2025,-50.3
2023-06-16,Conta Corrente,2026,-50.0
2023-06-16,Balança Comercial,2023,61.15
2023-06-16,Balança Comercial,2024,57.8
2023-06-16,Balança Comercial,2025,55.0
2023-06-16,Balança Comercial,2026,55.0
2023-06-16,Investimento Direto,2023,79.0
2023-06-16,Investimento Direto,2024,80.0
2023-06-16,Investimento Direto,2025,80.5
2023-06-16,Investimento Direto,2026,80.0
2023-06-16,Dívida Líquida,2023,60.6
2023-06-16,Dívida Líquida,2024,64.2
2023-06-16,Dívida Líquida,2025,66.0
2023-06-16,Dívida Líquida,2026,67.1
2023-06-16,Resultado Primário,2023,-1.01
2023-06-16,Resultado Primário,2024,-0.8
2023-06-16,Resultado Primário,2025,-0.5
2023-06-16,Resultado Primário,2026,-0.25
2023-06-16,Resultado Nominal,2023,-7.77
2023-06-16,Resultado Nominal,2024,-7.0
2023-06-16,Resultado Nominal,2025,-6.5
2023-06-16,Resultado Nominal,2026,-6.0
2023-06-23,IPCA,2023,5.06
2023-06-23,IPCA,2024,3.98
2023-06-23,IPCA,2025,3.8
2023-06-23,IPCA,2026,3.72
2023-06-23,PIB,2023,2.18
2023-06-23,PIB,2024,1.22
2023-06-23,PIB,2025,1.83
2023-06-23,PIB,2026,1.92
2023-06-23,Câmbio,2023,5.0
2023-06-23,Câmbio,2024,5.1
2023-06-23,Câmbio,2025,5.15
2023-06-23,Câmbio,2026,5.25
2023-06-23,Selic,2023,12.25
2023-06-23,Selic,2024,9.5
2023-06-23,Selic,2025,9.0
2023-06-23,Selic,2026,8.75
2023-06-23,IGP-M,2023,-1.86
2023-06-23,IGP-M,2024,4.0
2023-06-23,IGP-M,2025,4.0
2023-06-23,IGP-M,2026,4.0
2023-06-23,IPCA Administrados,2023,9.03
2023-06-23,IPCA Administrados,2024,4.44
2023-06-23,IPCA Administrados,2025,4.0
2023-06-23,IPCA Administrados,2026,4.0
2023-06-23,Conta Corrente,2023,-43.9
2023-06-23,Conta Corrente,2024,-51.01
2023-06-23,Conta Corrente,2025,-50.3
2023-06-23,Conta Corrente,2026,-50.0
2023-06-23,Balança Comercial,2023,62.0
2023-06-23,Balança Comercial,2024,55.61
2023-06-23,Balança Comercial,2025,55.0
2023-06-23,Balança Comercial,2026,55.0
2023-06-23,Investimento Direto,2023,78.8
2023-06-23,Investimento Direto,2024,80.0
2023-06-23,Investimento Direto,2025,80.5
2023-06-23,Investimento Direto,2026,80.0
2023-06-23,Dívida Líquida,2023,60.47
2023-06-23,Dívida Líquida,2024,63.9
2023-06-23,Dívida Líquida,2025,65.5
2023-06-23,Dívida Líquida,2026,67.15
2023-06-23,Resultado Primário,2023,-1.01
2023-06-23,Resultado Primário,2024,-0.8
2023-06-23,Resultado Primário,2025,-0.45
2023-06-23,Resultado Primário,2026,-0.24
2023-06-23,Resultado Nominal,2023,-7.74
2023-06-23,Resultado Nominal,2024,-7.0
2023-06-23,Resultado Nominal,2025,-6.3
2023-06-23,Resultado Nominal,2026,-6.0
2023-06-30,IPCA,2023,4.98
2023-06-30,IPCA,2024,3.92
2023-06-30,IPCA,2025,3.6
2023-06-30,IPCA,2026,3.5
2023-06-30,PIB,2023,2.19
2023-06-30,PIB,2024,1.28
2023-06-30,PIB,2025,1.81
2023-06-30,PIB,2026,1.9
2023-06-30,Câmbio,2023,5.0
2023-06-30,Câmbio,2024,5.08
2023-06-30,Câmbio,2025,5.17
2023-06-30,Câmbio,2026,5.2
2023-06-30,Selic,2023,12.0
2023-06-30,Selic,2024,9.5
2023-06-30,Selic,2025,9.0
2023-06-30,Selic,2026,8.63
2023-06-30,IGP-M,2023,-2.5
2023-06-30,IGP-M,2024,4.0
2023-06-30,IGP-M,2025,4.0
2023-06-30,IGP-M,2026,4.0
2023-06-30,IPCA Administrados,2023,8.97
2023-06-30,IPCA Administrados,2024,4.46
2023-06-30,IPCA Administrados,2025,4.0
2023-06-30,IPCA Administrados,2026,3.7
2023-06-30,Conta Corrente,2023,-43.22
2023-06-30,Conta Corrente,2024,-50.4
2023-06-30,Conta Corrente,2025,-50.15
2023-06-30,Conta Corrente,2026,-50.0
2023-06-30,Balança Comercial,2023,63.76
2023-06-30,Balança Comercial,2024,55.65
2023-06-30,Balança Comercial,2025,57.3
2023-06-30,Balança Comercial,2026,55.0
2023-06-30,Investimento Direto,2023,79.5
2023-06-30,Investimento Direto,2024,80.0
2023-06-30,Investimento Direto,2025,81.0
2023-06-30,Investimento Direto,2026,80.0
2023-06-30,Dívida Líquida,2023,60.6
2023-06-30,Dívida Líquida,2024,64.0
2023-06-30,Dívida Líquida,2025,65.85
2023-06-30,Dívida Líquida,2026,67.45
2023-06-30,Resultado Primário,2023,-1.02
2023-06-30,Resultado Primário,2024,-0.8
2023-06-30,Resultado Primário,2025,-0.5
2023-06-30,Resultado Primário,2026,-0.28
2023-06-30,Resultado Nominal,2023,-7.74
2023-06-30,Resultado Nominal,2024,-7.0
2023-06-30,Resultado Nominal,2025,-6.2
2023-06-30,Resultado Nominal,2026,-6.0
2023-07-07,IPCA,2023,4.95
2023-07-07,IPCA,2024,3.92
2023-07-07,IPCA,2025,3.6
2023-07-07,IPCA,2026,3.5
2023-07-07,PIB,2023,2.19
2023-07-07,PIB,2024,1.28
2023-07-07,PIB,2025,1.8
2023-07-07,PIB,2026,1.88
2023-07-07,Câmbio,2023,5.0
2023-07-07,Câmbio,2024,5.06
2023-07-07,Câmbio,2025,5.15
2023-07-07,Câmbio,2026,5.2
2023-07-07,Selic,2023,12.0
2023-07-07,Selic,2024,9.5
2023-07-07,Selic,2025,9.0
2023-07-07,Selic,2026,8.75
2023-07-07,IGP-M,2023,-2.64
2023-07-07,IGP-M,2024,4.0
2023-07-07,IGP-M,2025,4.0
2023-07-07,IGP-M,2026,4.0
2023-07-07,IPCA Administrados,2023,8.95
2023-07-07,IPCA Administrados,2024,4.5
2023-07-07,IPCA Administrados,2025,4.0
2023-07-07,IPCA Administrados,2026,3.7
2023-07-07,Conta Corrente,2023,-43.07
2023-07-07,Conta Corrente,2024,-50.4
2023-07-07,Conta Corrente,2025,-50.0
2023-07-07,Conta Corrente,2026,-50.0
2023-07-07,Balança Comercial,2023,64.0
2023-07-07,Balança Comercial,2024,57.85
2023-07-07,Balança Comercial,2025,55.0
2023-07-07,Balança Comercial,2026,54.4
2023-07-07,Investimento Direto,2023,79.5
2023-07-07,Investimento Direto,2024,80.0
2023-07-07,Investimento Direto,2025,80.5
2023-07-07,Investimento Direto,2026,80.0
2023-07-07,Dívida Líquida,2023,60.6
2023-07-07,Dívida Líquida,2024,64.0
2023-07-07,Dívida Líquida,2025,65.85
2023-07-07,Dívida Líquida,2026,67.45
2023-07-07,Resultado Primário,2023,-1.0
2023-07-07,Resultado Primário,2024,-0.8
2023-07-07,Resultado Primário,2025,-0.5
2023-07-07,Resultado Primário,2026,-0.3
2023-07-07,Resultado Nominal,2023,-7.7
2023-07-07,Resultado Nominal,2024,-7.0
2023-07-07,Resultado Nominal,2025,-6.2
2023-07-07,Resultado Nominal,2026,-6.0
2023-07-14,IPCA,2023,4.95
2023-07-14,IPCA,2024,3.92
2023-07-14,IPCA,2025,3.55
2023-07-14,IPCA,2026,3.5
2023-07-14,PIB,2023,2.24
2023-07-14,PIB,2024,1.3
2023-07-14,PIB,2025,1.88
2023-07-14,PIB,2026,1.9
2023-07-14,Câmbio,2023,5.0
2023-07-14,Câmbio,2024,5.05
2023-07-14,Câmbio,2025,5.15
2023-07-14,Câmbio,2026,5.2
2023-07-14,Selic,2023,12.0
2023-07-14,Selic,2024,9.5
2023-07-14,Selic,2025,9.0
2023-07-14,Selic,2026,8.75
2023-07-14,IGP-M,2023,-2.69
2023-07-14,IGP-M,2024,4.0
2023-07-14,IGP-M,2025,4.0
2023-07-14,IGP-M,2026,4.0
2023-07-14,IPCA Administrados,2023,8.91
2023-07-14,IPCA Administrados,2024,4.47
2023-07-14,IPCA Administrados,2025,4.0
2023-07-14,IPCA Administrados,2026,3.53
2023-07-14,Conta Corrente,2023,-43.07
2023-07-14,Conta Corrente,2024,-50.4
2023-07-14,Conta Corrente,2025,-50.3
2023-07-14,Conta Corrente,2026,-50.5
2023-07-14,Balança Comercial,2023,65.0
2023-07-14,Balança Comercial,2024,60.0
2023-07-14,Balança Comercial,2025,59.59
2023-07-14,Balança Comercial,2026,53.9
2023-07-14,Investimento Direto,2023,80.0
2023-07-14,Investimento Direto,2024,80.0
2023-07-14,Investimento Direto,2025,80.5
